country,category,indicator,response,category_id,indicator_id
Burundi,Zoonotic Influenza surveillance,Has the country performed joint risk assessment?,No,12,57
Burundi,Zoonotic Influenza surveillance,"If yes, when",No,12,58
Burundi,Zoonotic Influenza surveillance,"Has the country held an IHR (International Health
Regulations) / PVS (Performance of Veterinary Services) national bridging workshop for influenza?",No,12,17
Cabo Verde,Population and Economy,Population,522331,1,1
Cabo Verde,Population and Economy,Total Health Expenditure,6.9,1,2
Cabo Verde,Population and Economy,Life expectancy,75,1,3
Cabo Verde,Mortality per 100 000 population,All cause/all ages,772.2,2,4
Cabo Verde,Mortality per 1000 live births,All cause/under 5 years,12.3,3,5
Cabo Verde,Influenza like Illness (ILI) Surveillance,Type of ILI surveillance,Sentinel,4,6
Cabo Verde,Influenza like Illness (ILI) Surveillance,Surveillance case definition used for ILI case ascertainment.,IDSR 3rd Edition,4,7
Cabo Verde,Influenza like Illness (ILI) Surveillance,Is laboratory confirmation sought for ILI sentinel surveillance,Yes,4,8
Cabo Verde,Influenza like Illness (ILI) Surveillance,Numbers of ILI sentinel surveillance sites,2,4,9
Cabo Verde,Severe acute respiratory infection (SARI) surveillance,Type of SARI surveillance,No,5,10
Cabo Verde,Severe acute respiratory infection (SARI) surveillance,Sentinel sites involved in SARI surveillance.,N/A,5,11
Cabo Verde,Severe acute respiratory infection (SARI) surveillance,Surveillance case definition used for SARI case ascertainment.,N/A,5,12
Cabo Verde,Severe acute respiratory infection (SARI) surveillance,Is laboratory confirmation sought for SARI sentinel surveillance,N/A,5,13
Cabo Verde,Severe acute respiratory infection (SARI) surveillance,Is there timely all-cause mortality data available in the country?,N/A,5,15
Cabo Verde,Virological surveillance,Type of virological surveillance,Sentinel,6,16
Cabo Verde,Virological surveillance,Average number of virological samples processed per week (2024),N/A,6,32
Cabo Verde,Virological surveillance,Does the country have RT-PCR capacity?,Yes,6,18
Cabo Verde,Virological surveillance,Does the country have genomic sequencing capacity?,Yes,6,19
Cabo Verde,Virological surveillance,Does the country test for other respiratory viruses?,Yes,6,20
Cabo Verde,Virological surveillance,Does the country have a designated National Influenza Centre (NIC),No,6,21
Cabo Verde,Virological surveillance,Does the country have a designated National Influenza reference laboratory?,Yes,6,22
Cabo Verde,Virological surveillance,Does the laboratory participate in the External Quality Assurance Panel (EQAP)?,No,6,23
Cabo Verde,Virological surveillance,RT-PCR,Yes,6,24
Cabo Verde,Virological surveillance,Virus Isolation capacity,No,6,25
Cabo Verde,Virological surveillance,Antiviral susceptibility testing capability,No,6,65
Cabo Verde,Virological surveillance,Sequencing capacity,Yes,6,66
Cabo Verde,Virological surveillance,Does the country forward samples to a WHO CC?,No,6,28
Cabo Verde,Data reporting & use,Are epidemiological and virological sentinel surveillance datasets integrated?,No,8,34
Cabo Verde,Data reporting & use,Does the country report to the FluID?,No,8,31
Cabo Verde,Data reporting & use,Does the country report to the FluNet?,No,8,33
Cabo Verde,Data reporting & use,Does the country use the PISA tool to assess the severity of seasonal influenza?,No,8,35
Cabo Verde,Data reporting & use,Has the country performed a burden of disease analysis?,No,8,36
Cabo Verde,Data reporting & use,What year was it performed?,No,8,37
Cabo Verde,Data reporting & use,What was the estimated burden?,No,8,38
Cabo Verde,Data reporting & use,Was it published? If yes provide link,No,8,39
Cabo Verde,Vaccination,Does the country have a formal seasonal influenza vaccination policy?,Yes,9,40
Cabo Verde,Vaccination,Has seasonal influenza vaccine been introduced in the public sector? Year introduced;,No,9,41
Cabo Verde,Vaccination,Has seasonal influenza vaccine been introduced in the private sector?,Yes,9,42
Cabo Verde,Vaccination,What are the recommended risk groups for influenza vaccine?,"Chronic conditions,Older adults",9,43
Cabo Verde,Vaccination,Which vaccine formulation is used in the country: Northern/Southern hemisphere vaccine?,Northen Hemisphere,9,44
Cabo Verde,Pandemic preparedness and response,Does the country have a respiratory pathogen pandemic preparedness pan (PRET)?,In progress,10,45
Cabo Verde,Pandemic preparedness and response,Year plan Last updated,2023 Draft,10,46
Cabo Verde,Pandemic preparedness and response,Does the country have another pandemic preparedness plan available?,No response,10,47
Cabo Verde,Pandemic preparedness and response,Influenza specific,No response,10,48
Cabo Verde,Pandemic preparedness and response,COVID-19 specific,No response,10,49
Cabo Verde,Pandemic preparedness and response,All Hazards,No response,10,50
Cabo Verde,Pandemic preparedness and response,Has the country perfomed a influenza simulation exercise(s) for their pandemic preparedness plan?,No,10,51
Cabo Verde,Pandemic preparedness and response,Year simulation conducted,No,10,52
Cabo Verde,Pandemic preparedness and response,Does the country have an updated national pandemic vaccine deployment plan for Influenza pandemic vaccine,No,10,53
Cabo Verde,Integration of Influenza surveillance and SARS-CoV-2,Has the country integrated influenza and SARS-CoV-2 sentinel surveillance?,Yes,11,54
Cabo Verde,Integration of Influenza surveillance and SARS-CoV-2,Does the country report SARS-CoV-2 results to the Flu Net?,No,11,26
Cabo Verde,Zoonotic Influenza surveillance,Does the country perform surveillance activities at the human-animal interface?,Yes,12,56
Cabo Verde,Zoonotic Influenza surveillance,Has the country performed joint risk assessment?,No,12,57
Cabo Verde,Zoonotic Influenza surveillance,"If yes, when",In progress,12,58
Cabo Verde,Zoonotic Influenza surveillance,"Has the country held an IHR (International Health
Regulations) / PVS (Performance of Veterinary Services) national bridging workshop for influenza?",No,12,17
Cameroon,Population and Economy,Population,28372687,1,1
Cameroon,Population and Economy,Total Health Expenditure,3.82,1,2
Cameroon,Population and Economy,Life expectancy,61,1,3
Cameroon,Mortality per 100 000 population,All cause/all ages,1270.1,2,4
Cameroon,Mortality per 1000 live births,All cause/under 5 years,69.8,3,5
Cameroon,Influenza like Illness (ILI) Surveillance,Type of ILI surveillance,Sentinel,4,6
Cameroon,Influenza like Illness (ILI) Surveillance,Surveillance case definition used for ILI case ascertainment.,WHO 2014,4,7
Cameroon,Influenza like Illness (ILI) Surveillance,Is laboratory confirmation sought for ILI sentinel surveillance,Yes,4,8
Cameroon,Influenza like Illness (ILI) Surveillance,Numbers of ILI sentinel surveillance sites,19,4,9
Cameroon,Severe acute respiratory infection (SARI) surveillance,Type of SARI surveillance,Sentinel,5,10
Cameroon,Severe acute respiratory infection (SARI) surveillance,Sentinel sites involved in SARI surveillance.,Hospital,5,11
Cameroon,Severe acute respiratory infection (SARI) surveillance,Surveillance case definition used for SARI case ascertainment.,WHO 2014,5,12
Cameroon,Severe acute respiratory infection (SARI) surveillance,Is laboratory confirmation sought for SARI sentinel surveillance,Yes,5,13
Cameroon,Severe acute respiratory infection (SARI) surveillance,Number of SARI sentinel surveillance sites,9,5,14
Cameroon,Severe acute respiratory infection (SARI) surveillance,Is there timely all-cause mortality data available in the country?,No,5,15
Cameroon,Virological surveillance,Type of virological surveillance,Yes,6,16
Cameroon,Virological surveillance,Average number of virological samples processed per week (2024),77,6,32
Cameroon,Virological surveillance,Does the country have RT-PCR capacity?,Yes,6,18
Cameroon,Virological surveillance,Does the country have genomic sequencing capacity?,Yes,6,19
Cameroon,Virological surveillance,Does the country test for other respiratory viruses?,Yes,6,20
Cameroon,Virological surveillance,Does the country have a designated National Influenza Centre (NIC),Yes,6,21
Cameroon,Virological surveillance,Does the country have a designated National Influenza reference laboratory?,Yes,6,22
Cameroon,Virological surveillance,Does the laboratory participate in the External Quality Assurance Panel (EQAP)?,Yes,6,23
Cameroon,Virological surveillance,RT-PCR,Yes,6,24
Cameroon,Virological surveillance,Virus Isolation capacity,No,6,25
Cameroon,Virological surveillance,Antiviral susceptibility testing capability,No,6,65
Cameroon,Virological surveillance,Sequencing capacity,Yes,6,66
Cameroon,Virological surveillance,Does the country forward samples to a WHO CC?,Yes,6,28
Cameroon,Data reporting & use,Are epidemiological and virological sentinel surveillance datasets integrated?,Yes,8,34
Cameroon,Data reporting & use,Does the country report to the FluID?,Yes,8,31
Cameroon,Data reporting & use,Reporting consistency (2023-2024),0.96,8,61
Cameroon,Data reporting & use,Does the country report to the FluNet?,Yes,8,33
Cameroon,Data reporting & use,Does the country use the PISA tool to assess the severity of seasonal influenza?,Yes,8,35
Cameroon,Data reporting & use,Has the country performed a burden of disease analysis?,In progress,8,36
Cameroon,Data reporting & use,What year was it performed?,N/A,8,37
Cameroon,Data reporting & use,Was it published? If yes provide link,N/A,8,39
Cameroon,Vaccination,Does the country have a formal seasonal influenza vaccination policy?,Yes,9,40
Cameroon,Vaccination,Has seasonal influenza vaccine been introduced in the public sector? Year introduced;,Yes,9,41
Cameroon,Vaccination,Has seasonal influenza vaccine been introduced in the private sector?,Yes,9,42
Cameroon,Vaccination,What are the recommended risk groups for influenza vaccine?,"Chronic conditions, Older adults, Pregnant women, Children under 5",9,43
Cameroon,Vaccination,Which vaccine formulation is used in the country: Northern/Southern hemisphere vaccine?,Southern Hemisphere,9,44
Cameroon,Pandemic preparedness and response,Does the country have a respiratory pathogen pandemic preparedness pan (PRET)?,Yes,10,45
Cameroon,Pandemic preparedness and response,Year plan Last updated,2023,10,46
Cameroon,Pandemic preparedness and response,Does the country have another pandemic preparedness plan available?,Yes,10,47
Cameroon,Pandemic preparedness and response,Influenza specific,Yes 2021,10,48
Cameroon,Pandemic preparedness and response,COVID-19 specific,Yes 2021,10,49
Cameroon,Pandemic preparedness and response,All Hazards,No,10,50
Cameroon,Pandemic preparedness and response,Has the country perfomed a influenza simulation exercise(s) for their pandemic preparedness plan?,No,10,51
Cameroon,Pandemic preparedness and response,Year simulation conducted,No,10,52
Cameroon,Pandemic preparedness and response,Does the country have an updated national pandemic vaccine deployment plan for Influenza pandemic vaccine,No,10,53
Cameroon,Integration of Influenza surveillance and SARS-CoV-2,Has the country integrated influenza and SARS-CoV-2 sentinel surveillance?,Yes,11,54
